star_rating,review_body
5,"Great board, easy to work with. Flash NodeMCU on it and you will be so much happier than trying to control it via serial with an Arduino"
4,"So far so good. My husband loves it. Plus it arrived really quick. Thank you, Amazon"
1,Works like crap.
5,Great product.  Very loud.
5,good price. promptly received..
5,"Fits the radio snugly, has a clip on the back for your belt.  I'm not sure how much damage and wear it will take - but it suites my needs."
3,Good overall product but could use a bit more flexibility to allow for better angle on the phone. Should also have a built in cigarrette lighter plug to allow additional flexibility in charging.
1,it did not work
3,This device makes it quick to take the soundlink with you because you do not have to disconnect the power plug. I gave this 3 stars because it is too easy to disconnect the power to the soundlink by slightly impacting the unit.
5,"Good performance card, with looks"
5,"My 12 year old son loves them. They don't come with a microSD card but the generic one I got from Wal-Mart is working perfectly. Navigating between the radio and the player is easy and well explained in the directions. The volume is the best (or worst if you have a kid who loves to blast their drums out) part. when you turn the radio up to max volume, you can hear it fine even from your lap. I love that the radio finds all the presets for you as your move from one area to the next. It found all the available stations in MI, then in CO when we went and then in AZ so my son could enjoy the radio even before we were able to load up his microSD with songs.<br /><br />Just make sure your young ones protect their ears when listening to the radio and MP3 player because the volume gets pretty loud. As headphones they aren't as loud, at least I never heard them when he was using them to play on the android tablet or his handheld thingamajig...Sega I think it is?<br /><br />I love that it functions well as ear phones and as an mp3 player and as a radio. Usually multipurpose devices sacrifice quality for the convenience of an all in one but that is not the case here. Not to mention that it's foldable and the cord detaches so the cord itself can essentially double to attach the earphones to say your car's speaker so that what's on the SD card can be heard by everyone. VERY COOL!"
3,"Seamless recording? I'm disappointed in this product because the results I receive are broken into about 2 min increments. For example I pass a truck on the highway. The first frame shows me behind it as the video ends. I start the next recording in sequence and I'm next to the cab of the vehicle. There is a time lapse of about 30-60 seconds. If something would happen during this time, it would not be collected on video. I find myself not having faith in the recordings since Im missing time. If im using it wrong please let me know and I'll be glad to change my rating."
5,Everything was perfect. I love it!
4,"installed one month ago, so far so good. black color is only thing i don't like."
4,Only worked for a week now can't turn up volume . Change review because company actually responded to review and speaker had a reset by turning volume down then back up and speaker has worked well since.  But if that is an issue then buyers should know about it.
5,"great product, great price"
2,returned them as they did not work well
5,very good product
5,"Our family has 3 iPhone 6 phones, and I now have 4 of these cords as extras. They work great!"
5,i loved it
4,"Ok but I wish it had a higher volume,"
5,"This thing has lasted through rain, Vegas heat, and kids..  Still works fine after a yr.."
5,Worked great
5,"Zero problems so far.  30' coax, feels sturdy, for ~$10 each, get an extra or two.  Excellent portability and stealth.  k2ncc in Oregon"
1,"The item I received was not as described.  It is not the newest model with the reverse charging capabilities.  In fact, I'm sure this is a fake Beats Pill.  The sound is not as loud or clear as the real one.  After 3 hours of charging it still wasn't fully charged.  The charging cord and auxiliary cord are of very poor quality and do not have the beats logo.  The weight is lighter than the real Beats.  If I knew I was purchasing a fake, I definitely would not have paid as much as I did.  DO NOT BUY!"
3,"Work good, a little short though."
5,"Cheap alternative replacement for the &#34;official&#34; AppleTV remote.  Works very well, and is somewhat more difficult to lose than the original remote."
1,"Terrible sound quality, and BlueTooth range was about two meters if that."
5,Good
4,WAS A GIFT
3,"I used this product for about two months before noticing that dirt was trapped between the case and the iPod which slowly but surely scratched the paint worse than I possibly could've done myself. I'm still giving it three stars though because there's a really good chance it was my fault. There were also a few instances where I dropped it and although the case would break apart, it did protect from the initial blow."
5,We rate the product as excellent in the capacity in which we use it.  We have had multiple Dakota alert  units on our property for many years and we plan to continue to use them.  The system protects our home and property from angles that otherwise we would not be able to monitor from our home.
5,Great product.  Great price.
1,"Cables worked initially for a couple days, then all three stopped charging our iPhones and IPad."
1,Received this unit 2015-06-18. Unit died 2015-07-14. Unfortunately I didn't notice until the return period was past. While it worked it worked well. I wouldn't recommend any E-Prance product until they fix their issues with quality.
5,Looks great and works great on my iPhone and iPad. Fast charging without the Apple incompatibility issues I've had with other chargers.
1,"Did not fit as expected,had to return it for a refund"
5,GREAT AND ON TIME
5,As expected. Very good produce.
1,Battery life SUCKS.
4,"Cool Radio.... the display is pretty small but so is the radio.  I am impressed with the hand held mic and the mount for it, it is comparable to motorola."
1,"This camera sucks. Just got it last wednesday and it does not work. Doesnt even turn on, the screen was scratched, and everything in the box was opened before I even recieved it. I want my money back."
5,worked perfectly when I brought them to the locksmith!!!
1,"It is my own fault I did not know it was for I pod, the connection was exactly what I needed for my Samson 49 but myI pad rejected it and rightly so .  so Now I must order one just like that for my I Pad, and my I Pad is not a 6.0"
2,Too hard for me to figure out how to use.
2,"difficult to use in every aspect. user interface, navigating menus, preparing playlists, etc. also does not really support mp4 as indicated. not that one could view a movie on the dot matrix style of screen anyway. suitable for loading a folder of songs for the day and finding play. delete them and load something new for the next day is the easiest way to make use of this."
5,Perfect!  Better construction than original and charges fast. Thank you.
5,"I really dislike the audio on my laptop, iPad, and phone.  I love listening to music and watching movies on all my devices and hate when I am washing dishes I could barely hear the movie or music playing.  So when I got the opportunity to review this item at a discount I was so excited.<br /><br />Upon receiving my item in the mail, I opened up my package and it came in the original package.  I connected to my phone wireless which was very easy.  I love it and  I can listen to my music or movie loud and clear. I love it!"
5,Excellent product.
3,Product only works in combo with extreme 3m mounting tape.
1,1. does not give the most direct route correctly even though it's programmed to just with latest updates. This is major a route i've driven for the past 20 plus years.<br />2.way too many in and out signal even when far from structures.<br />my 07 infiniti beats the avicu260 blindfolded<br />will not recommend
5,"Super Fast shipping, Item is as described, great transaction!! Thanks!!!"
5,"As advertised, great product."
5,"nice long cord and is a thick one too.  It is not going to get worn, twisted or break inside.  I keep one by my bed and another with me where ever I am."
1,"1 cord didn't even work when we got it, the other stopped working already.."
5,Great sound weather good out side use
5,"Very clear and great speakers! Not as loud as I expected, and slightly distorted when turned up high. But still are great. A great deal for the price!"
4,"Heavier and sturdier feel than the Apple cables. Great length options. It may charge slower than OEM chords, but I'm not complaining."
5,Ok
5,Good It's loud.. the bluetooth works great… good bargain!
